kartofelnyie-kotletyi-s-pyure-byistro-i-appetitno	kotlety-iz-kartofelьnogo-pyure-i-farsha-v-yaichnom-klyare,lazy-potato-zrazy,the-stozhkov-with-potatoes,vkusnyj-i-sytnyj-zavtrak-iz-kartofelnyh-oladij-s-farshem
kartofelnyie-vatrushki-s-myasnoj-nachinkoj-i-syirom	zharenyie-kartofelnyie-pirozhki-s-myasnoj-nachinkoj,appetitnye-kartofelnye-zrazy-s-myasnoj-nachinkoj-vkusno-i-appetitno,kartofelnye-gnezda-s-gribnoj-nachinkoj-i-syrom,kartofelnye-gnyozda-s-myasnoj-nachinkoj-sladkim-percem-i-syrom
kartofelnyj-rulet-s-myasnoj-nachinkoj-zapechennyj-v-duhovke	rulet-iz-tertogo-kartofelya-s-myasnoj-nachinkoj-zapechennyj-v-duhovke,potatoes-baked-in-the-oven,kartofel-farshirovannyj-nachinkoj-i-zapechennyj-v-duhovke,kartofeli-s-myasom-pomidorami-i-syrom-zapechennyj-v-duhovke
kartoshka-kroshka-nezhnaya-aromatnaya-i-sytnaya	pork-roast-with-potatoes,kartofelnye-kolduny-s-farshem-i-syrom-vkusno-i-sytno,potato-casserole-with-meat,vkusnyj-i-sytnyj-zavtrak-iz-kartofelnyh-oladij-s-farshem
klecki-kartofelnye-s-zharenym-lukom-i-myasom	prostoj-recept-kartofelya-s-zelenym-lukom-prosto-i-vkusno,kartofeli-s-zelenym-lukom-chesnokom-i-svezhim-ogurcom,hash-browns-or-potato-pancakes,potato-zrazy
kotlety-iz-kartofelьnogo-pyure-i-farsha-v-yaichnom-klyare	kartofelnyie-kotletyi-s-pyure-byistro-i-appetitno,kartofelnye-kotlety-s-syrom-myasom-v-yaichnom-klyare,lazy-potato-zrazy,the-stozhkov-with-potatoes
lazy-potato-zrazy	kartofelnyie-kotletyi-s-pyure-byistro-i-appetitno,potato-patties-with-mushrooms,potato-zrazy,kartofelnye-kolduny-s-farshem-i-syrom-vkusno-i-sytno
molodoj-kartofel-obzharennyj-na-masle-s-ukropom-i-chesnokom	zapechennyj-molodoj-kartofel-v-smetane-i-syre,fried-potatoes-with-garlic-and-dill,kartofel-s-obzharennymi-gribami-i-lukom-prosto-i-vkusno,prostoj-recept-iz-molodogo-kartofelya-slivochnogo-masla-i-zeleni-ukropa
olad-iz-natertogo-syrogo-kartofelya-s-farshem-i-lukom-vkusno-i-sytno	vkusnyj-i-sytnyj-zavtrak-iz-kartofelnyh-oladij-s-farshem,kartofelnye-kolduny-s-farshem-i-syrom-vkusno-i-sytno,rulet-iz-tertogo-kartofelya-s-myasnoj-nachinkoj-zapechennyj-v-duhovke,prostoj-recept-kartofelya-s-zelenym-lukom-prosto-i-vkusno
pork-roast-with-potatoes	appetitnye-pirozhki-s-myasnoj-nachinkoj-iz-kartofelnogo-drozhzhevogo-testa,the-stozhkov-with-potatoes,kartoshka-kroshka-nezhnaya-aromatnaya-i-sytnaya,klecki-kartofelnye-s-zharenym-lukom-i-myasom
potato-casserole-with-meat	kartofelnaya-zapekanka-s-syrom-pomidorami-i-kurinym-myasom,kartofelnaya-zapekanka-s-kurinym-file-v-duhovke,kartofeli-s-myasom-pomidorami-i-syrom-zapechennyj-v-duhovke,kartofelnye-kotlety-s-syrom-myasom-v-yaichnom-klyare
potato-patties-with-cheese	kartofelnye-oladi-ili-draniki-s-tverdym-syrom-bystro-i-vkusno,potato-patties-with-mushrooms,potato-zrazy,kartofelnye-kotlety-s-syrom-myasom-v-yaichnom-klyare
potato-patties-with-mushrooms	kartofelnye-kotlety-s-syrom-myasom-v-yaichnom-klyare,potato-zrazy,lazy-potato-zrazy,potato-patties-with-cheese
potato-sticks-with-caraway	kartofelnye-palochki-s-syrom-vkusnye-i-appetitnye,kartofelnye-pirozhki-s-tvorozhnoj-nachinkoj-prosto-i-appetitno,kartofelnye-pirozhki-s-nachinkoj-iz-kurinogo-file-i-luka,potato-patties-with-mushrooms
potato-zrazy	potato-patties-with-mushrooms,kartofelnye-kotlety-s-syrom-myasom-v-yaichnom-klyare,lazy-potato-zrazy,potato-patties-with-cheese
potatoes-baked-in-the-oven	kartofel-zapechennyj-v-duhovke-s-grudinkoj-prosto-i-vkusno,kartofel-zapechennyj-v-duhovke-s-majonezom-prosto-i-vkusno,baked-potato-with-mayonnaise,kartofel-farshirovannyj-nachinkoj-i-zapechennyj-v-duhovke
prosto-i-vkusno-zapechennyij-kartofel-v-rukave	kartofel-s-gribami-zapechennyj-v-rukave-dlya-zapekaniya-prosto-i-vkusno,prostoj-recept-zapechennogo-kartofelya-v-rukave,zapechennyj-molodoj-kartofel-v-smetane-i-syre,kartofel-zapechennyj-v-duhovke-s-grudinkoj-prosto-i-vkusno
prostoj-recept-iz-molodogo-kartofelya-slivochnogo-masla-i-zeleni-ukropa	prostoj-recept-kartofelya-s-zelenym-lukom-prosto-i-vkusno,prostoj-recept-zapechennogo-kartofelya-v-rukave,french-fries,vkusnyj-i-sytnyj-zavtrak-iz-kartofelnyh-oladij-s-farshem
prostoj-recept-kartofelya-s-zelenym-lukom-prosto-i-vkusno	kartofeli-s-zelenym-lukom-chesnokom-i-svezhim-ogurcom,kartofel-s-obzharennymi-gribami-i-lukom-prosto-i-vkusno,prostoj-recept-zapechennogo-kartofelya-v-rukave,prostoj-recept-iz-molodogo-kartofelya-slivochnogo-masla-i-zeleni-ukropa
prostoj-recept-zapechennogo-kartofelya-v-rukave	prosto-i-vkusno-zapechennyij-kartofel-v-rukave,french-fries,kartofel-s-gribami-zapechennyj-v-rukave-dlya-zapekaniya-prosto-i-vkusno,prostoj-recept-kartofelya-s-zelenym-lukom-prosto-i-vkusno
rulet-iz-tertogo-kartofelya-s-myasnoj-nachinkoj-zapechennyj-v-duhovke	kartofelnyj-rulet-s-myasnoj-nachinkoj-zapechennyj-v-duhovke,potatoes-baked-in-the-oven,kartofel-farshirovannyj-nachinkoj-i-zapechennyj-v-duhovke,vkusnyj-i-sytnyj-zavtrak-iz-kartofelnyh-oladij-s-farshem
stewed-potatoes-with-meat	kartofel-tushenyj-i-farshirovannyj-myasnym-farshem,derunyi-so-svinyim-farshem-syitno-i-appetitno,kartofel-tushenyj-so-svininoj-i-ovoshami-sytnyj-i-appetitnyj,zapechennyij-kartofel-s-tvorogom-i-zelenyu
the-stozhkov-with-potatoes	kotlety-iz-kartofelьnogo-pyure-i-farsha-v-yaichnom-klyare,kartofelnyie-kotletyi-s-pyure-byistro-i-appetitno,lazy-potato-zrazy,kartofelnyie-vatrushki-s-myasnoj-nachinkoj-i-syirom
vkusnyj-i-sytnyj-zavtrak-iz-kartofelnyh-oladij-s-farshem	olad-iz-natertogo-syrogo-kartofelya-s-farshem-i-lukom-vkusno-i-sytno,kartofelnye-oladi-s-dobavleniem-myasnogo-farsha-i-zelenogo-luka,rulet-iz-tertogo-kartofelya-s-myasnoj-nachinkoj-zapechennyj-v-duhovke,kotlety-iz-kartofelьnogo-pyure-i-farsha-v-yaichnom-klyare
zapechennyij-kartofel-s-tvorogom-i-zelenyu	kartofel-farshirovannyij-syirom-i-zelenyu-zapechennyij-v-duxovke,fried-potatoes-with-garlic-and-dill,prosto-i-vkusno-zapechennyij-kartofel-v-rukave,potatoes-baked-in-the-oven
zapechennyj-molodoj-kartofel-v-smetane-i-syre	kartofel-v-smetane-s-syrom-na-skovorode,prosto-i-vkusno-zapechennyij-kartofel-v-rukave,molodoj-kartofel-obzharennyj-na-masle-s-ukropom-i-chesnokom,potatoes-baked-in-the-oven
zharenyie-kartofelnyie-pirozhki-s-myasnoj-nachinkoj	appetitnye-kartofelnye-zrazy-s-myasnoj-nachinkoj-vkusno-i-appetitno,kartofelnyie-vatrushki-s-myasnoj-nachinkoj-i-syirom,kartofelnye-zrazy-s-nachinkoj-iz-shampinonov-i-luka,kartofelnye-pirozhki-s-tvorozhnoj-nachinkoj-prosto-i-appetitno
appetitnaya-kapusta-byistrogo-marinovaniya	cabbage-day-marinating,cabbage-quick-pickling-vegetables,ikra-iz-baklazhan-i-ovoshej-vkusnaya-i-appetitnaya,cabbage-plushka
appetizer-of-eggplant-and-onion	salad-with-eggplant-for-the-winter,eggs-from-the-little-blue,peppers-for-winter,salad-for-the-winter-with-cabbage
bean-salad-and-greens	salad-of-zucchini,salat-iz-zelenyix-pomidor-na-zimu,salad-of-red-beet,salad-with-eggplant-for-the-winter
cabbage-day-marinating	appetitnaya-kapusta-byistrogo-marinovaniya,cabbage-quick-pickling-vegetables,cabbage-plushka,pepper-in-the-marinade
cabbage-plushka	cabbage-quick-pickling-vegetables,cabbage-day-marinating,appetitnaya-kapusta-byistrogo-marinovaniya,salad-with-cabbage-for-the-winter
cabbage-quick-pickling-vegetables	cabbage-day-marinating,appetitnaya-kapusta-byistrogo-marinovaniya,cabbage-plushka,pepper-in-the-marinade
canned-peas	canned-sorrel,pickled-vegetables-assorti,crunchy-canned-pickles,pickles-with-ketchup
canned-sorrel	canned-peas,pickled-vegetables-assorti,crunchy-canned-pickles,pickles-with-ketchup
canned-tomatoes-with-onions-and-red-beets	fresh-tomatoes,salad-of-red-beet,canned-peas,canned-sorrel
chicken-with-apples	fresh-tomatoes,appetitnaya-kapusta-byistrogo-marinovaniya,appetizer-of-eggplant-and-onion,bean-salad-and-greens
crunchy-canned-pickles	recept-domashnih-hrustyashie-konservirovannyh-ogurcov,pickles-with-ketchup,preserved-cucumbers-with-citric-acid,canned-peas
cucumber-slices-in-a-spicy-oil-marinade	pepper-in-the-marinade,cabbage-quick-pickling-vegetables,cabbage-day-marinating,appetitnaya-kapusta-byistrogo-marinovaniya
eggplant-in-bulgarian	eggs-from-the-little-blue,salad-with-eggplant-for-the-winter,appetizer-of-eggplant-and-onion,ikra-iz-baklazhan-i-ovoshej-vkusnaya-i-appetitnaya
eggs-from-the-little-blue	ikra-iz-baklazhan-i-ovoshej-vkusnaya-i-appetitnaya,salad-with-eggplant-for-the-winter,appetizer-of-eggplant-and-onion,eggplant-in-bulgarian
fresh-tomatoes	canned-tomatoes-with-onions-and-red-beets,canned-peas,canned-sorrel,pickled-vegetables-assorti
ikra-iz-baklazhan-i-ovoshej-vkusnaya-i-appetitnaya	eggs-from-the-little-blue,salad-with-eggplant-for-the-winter,appetizer-of-eggplant-and-onion,squash-caviar-for-the-winter
lazy-spark	ostryj-salat-iz-patisson-po-korejski,bean-salad-and-greens,salad-of-zucchini,salad-dozen
on-preserving-and-pickling	crunchy-canned-pickles,canned-peas,canned-sorrel,canned-tomatoes-with-onions-and-red-beets
ostryj-salat-iz-patisson-po-korejski	zagotovki-na-zimu-salat-iz-patisson-i-ovoshej,lazy-spark,salad-with-eggplant-for-the-winter,salad-of-red-beet
pepper-in-the-marinade	peppers-for-winter,cucumber-slices-in-a-spicy-oil-marinade,squash-caviar-for-the-winter,salad-with-cabbage-for-the-winter
peppers-for-winter	pepper-in-the-marinade,squash-caviar-for-the-winter,salad-with-cabbage-for-the-winter,salat-iz-zelenyix-pomidor-na-zimu
pickled-vegetables-assorti	canned-peas,canned-sorrel,crunchy-canned-pickles,pickles-with-ketchup
pickles-with-ketchup	preserved-cucumbers-with-citric-acid,crunchy-canned-pickles,canned-peas,canned-sorrel
preserved-cucumbers-with-citric-acid	pickles-with-ketchup,crunchy-canned-pickles,canned-peas,canned-sorrel
prostoj-recept-domashnego-ketchupa	pickles-with-ketchup,recept-domashnih-hrustyashie-konservirovannyh-ogurcov,salad-with-cabbage-for-the-winter,zucchini-ukrainian
recept-domashnih-hrustyashie-konservirovannyh-ogurcov	crunchy-canned-pickles,pickles-with-ketchup,canned-peas,canned-sorrel
salad-dozen	salad-of-red-beet,bean-salad-and-greens,salad-of-zucchini,salad-with-cabbage-for-the-winter
salad-for-the-winter-with-cabbage	salad-with-cabbage-for-the-winter,appetizer-of-eggplant-and-onion,peppers-for-winter,salat-iz-zelenyix-pomidor-na-zimu
salad-of-red-beet	canned-tomatoes-with-onions-and-red-beets,bean-salad-and-greens,salad-of-zucchini,salat-iz-zelenyix-pomidor-na-zimu
salad-of-zucchini	bean-salad-and-greens,zucchini-ukrainian,salat-iz-zelenyix-pomidor-na-zimu,salad-of-red-beet
salad-with-cabbage-for-the-winter	salat-iz-zelenyix-pomidor-na-zimu,salad-for-the-winter-with-cabbage,peppers-for-winter,salad-with-eggplant-for-the-winter
salad-with-eggplant-for-the-winter	appetizer-of-eggplant-and-onion,eggs-from-the-little-blue,zagotovki-na-zimu-salat-iz-patisson-i-ovoshej,ikra-iz-baklazhan-i-ovoshej-vkusnaya-i-appetitnaya
salat-iz-zelenyix-pomidor-na-zimu	salad-with-cabbage-for-the-winter,salad-with-eggplant-for-the-winter,peppers-for-winter,bean-salad-and-greens
squash-caviar-for-the-winter	peppers-for-winter,appetizer-of-eggplant-and-onion,salad-with-cabbage-for-the-winter,pepper-in-the-marinade
zagotovki-na-zimu-salat-iz-patisson-i-ovoshej	salad-with-eggplant-for-the-winter,ostryj-salat-iz-patisson-po-korejski,salat-iz-zelenyix-pomidor-na-zimu,salad-with-cabbage-for-the-winter
zucchini-ukrainian	canned-peas,canned-sorrel,pickled-vegetables-assorti,crunchy-canned-pickles
krem-belkovyij-zavarnoj	nezhnyij-zavarnoj-belkovyij-krem-s-vishnevyim-sokom,yagodnyj-zavarnoj-krem-iz-yagod-klubniki,zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax,zavarnoj-slivochnyij-krem
krem-iz-tvorozhnogo-syra-i-slivok-dlya-tortov-i-pirozhnyh	krem-na-zheltkah-i-slivochnom-masle-dlya-pirozhnyh-eklerov-ili-tortov,slivochnyj-krem-dlya-pirozhnyh-eklerov-i-tortov,slivochno-belkovyij-krem,krem-iz-vzbityh-slivok-s-saharnoj-pudroj
krem-iz-vzbityh-slivok-s-saharnoj-pudroj	zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax,zavarnoj-slivochnyij-krem,krem-iz-tvorozhnogo-syra-i-slivok-dlya-tortov-i-pirozhnyh,yagodnyj-zavarnoj-krem-iz-yagod-klubniki
krem-na-zheltkah-i-slivochnom-masle-dlya-pirozhnyh-eklerov-ili-tortov	slivochnyj-krem-dlya-pirozhnyh-eklerov-i-tortov,slivochno-belkovyij-krem,krem-iz-tvorozhnogo-syra-i-slivok-dlya-tortov-i-pirozhnyh,zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax
krem-slivochnyij-na-mannoj-krupe	zavarnoj-slivochnyij-krem,slivochnyij-krem-na-moloke-i-yajczax,slivochnyij-krem-na-sgushhennom-moloke,zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax
krem-slivochnyij-s-mukoj	prostoj-recept-zavarnogo-krema-na-belkah,krem-belkovyij-zavarnoj,yagodnyj-zavarnoj-krem-iz-yagod-klubniki,zavarnoj-slivochnyij-krem
krem-zavarnoj-s-shokoladom-i-zhelatinom	krem-belkovyij-zavarnoj,zavarnoj-slivochnyij-krem,yagodnyj-zavarnoj-krem-iz-yagod-klubniki,zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax
nezhnyij-zavarnoj-belkovyij-krem-s-vishnevyim-sokom	krem-belkovyij-zavarnoj,zavarnoj-slivochnyij-krem,yagodnyj-zavarnoj-krem-iz-yagod-klubniki,zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax
prostoj-recept-zavarnogo-krema-na-belkah	krem-slivochnyij-s-mukoj,krem-belkovyij-zavarnoj,nezhnyij-zavarnoj-belkovyij-krem-s-vishnevyim-sokom,yagodnyj-zavarnoj-krem-iz-yagod-klubniki
slivochno-belkovyij-krem	krem-na-zheltkah-i-slivochnom-masle-dlya-pirozhnyh-eklerov-ili-tortov,slivochnyj-krem-dlya-pirozhnyh-eklerov-i-tortov,krem-iz-tvorozhnogo-syra-i-slivok-dlya-tortov-i-pirozhnyh,krem-belkovyij-zavarnoj
slivochnyij-krem-na-moloke-i-yajczax	slivochnyij-krem-na-sgushhennom-moloke,zavarnoj-slivochnyij-krem,krem-slivochnyij-na-mannoj-krupe,slivochnyj-krem-dlya-pirozhnyh-eklerov-i-tortov
slivochnyij-krem-na-sgushhennom-moloke	slivochnyij-krem-na-moloke-i-yajczax,zavarnoj-slivochnyij-krem,krem-slivochnyij-na-mannoj-krupe,slivochnyj-krem-dlya-pirozhnyh-eklerov-i-tortov
slivochnyj-krem-dlya-pirozhnyh-eklerov-i-tortov	krem-na-zheltkah-i-slivochnom-masle-dlya-pirozhnyh-eklerov-ili-tortov,krem-iz-tvorozhnogo-syra-i-slivok-dlya-tortov-i-pirozhnyh,slivochno-belkovyij-krem,zavarnoj-slivochnyij-krem
yagodnyj-zavarnoj-krem-iz-yagod-klubniki	zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax,krem-belkovyij-zavarnoj,nezhnyij-zavarnoj-belkovyij-krem-s-vishnevyim-sokom,zavarnoj-slivochnyij-krem
zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax	zavarnoj-slivochnyij-krem,yagodnyj-zavarnoj-krem-iz-yagod-klubniki,krem-na-zheltkah-i-slivochnom-masle-dlya-pirozhnyh-eklerov-ili-tortov,krem-belkovyij-zavarnoj
zavarnoj-slivochnyij-krem	zamechatelnyij-slivochnyij-zavarnoj-krem-na-zheltkax,slivochnyij-krem-na-moloke-i-yajczax,slivochnyij-krem-na-sgushhennom-moloke,krem-slivochnyij-na-mannoj-krupe
appetinyie-kolbaski-zharennyie-v-duxovke	prostoj-recept-sochnyh-i-nezhnyh-myasnyh-kotlet,myasnye-kolbaski-zharennye-na-skovorode-vkusnye-i-appetitnye,prostoj-recept-nezhnyh-kotlet-iz-farsha-i-pyure,kolbaski-zharenyie
aspic-or-jelly	domashnij-holodec-v-multivarke,myasnye-kotlety-ili-zrazy-s-gribami-i-syrom-v-yaichnom-klyare-i-suharyah,myasnye-tefteli-s-dobavleniem-risa-nezhnye-i-sochnye,appetinyie-kolbaski-zharennyie-v-duxovke
beef-stroganoff	gulyash-iz-svininy-prostoj-recept,prostoj-recept-nezhnyh-kotlet-iz-farsha-i-pyure,cutlets-with-chicken-breast-and-carapetian,prostoj-recept-sochnyh-i-nezhnyh-myasnyh-kotlet
bitki-zapechennye-v-smetane-v-duhovke	chicken-ribs-baked-in-the-oven,kurinye-bedryshki-zapechennye-v-duhovke-v-speciyah-i-klyare,myasnye-kotlety-s-nachinkoj-zapechennye-v-duhovke,blinchiki-s-myasom-i-syrom-zapechennye-v-duhovke
blinchiki-s-myasnoj-nachinkoj-iz-farsha-i-luka-vkusno-i-sytno	domashnie-kotlety-iz-farsha-pyure-i-syra-vkusnye-i-sytnye,blinchiki-s-myasom-i-syrom-zapechennye-v-duhovke,the-sack-of-a-poor-man,myasnye-palchiki-s-nachinkoj-iz-zharenogo-luka
blinchiki-s-myasom-i-syrom-zapechennye-v-duhovke	bitki-zapechennye-v-smetane-v-duhovke,myasnye-kotlety-s-nachinkoj-zapechennye-v-duhovke,myasnye-kotlety-zapechennye-v-duhovke-nezhnye-i-sochnye,hedgehogs-baked-in-the-oven
burgers-with-turkey-meat	patties-of-chicken-meat,kotlety-iz-kurinogo-myasa-sochnye-i-appetitnye,kotlety-iz-rublenogo-kurinogo-myasa-syra-zapechennye-v-duhovke,kotlety-iz-kurinogo-myasa-v-yaichnom-klyare-i-panirovochnyh-suharyah
cabbage-envelopes-with-minced-meat	myasnye-konvertiki-s-syrom-zharenye-na-skovorode,kotlety-iz-svininy-v-yaichnom-klyare-sochnye-i-nezhnye,domashnie-kotlety-v-yaichnom-klyare-i-suharyah,myasnye-kotlety-ili-zrazy-s-gribami-i-syrom-v-yaichnom-klyare-i-suharyah
chicken-balls	chicken-fillet-fritters,homemade-cutlets,patties-of-chicken-meat,kotlety-iz-kurinogo-file-kartofelya-i-syra-sochnye-i-nezhnye
chicken-fillet-fritters	chicken-balls,chicken-fritters,sochnyie-i-appetitnyie-oladi-iz-svininyi,homemade-cutlets
chicken-fritters	meat-fritters,chicken-fillet-fritters,sochnyie-i-appetitnyie-oladi-iz-svininyi,nezhnye-i-sochnye-myasnye-oladi-prosto-i-vkusno
chicken-in-batter	fried-chicken,fried-chicken-with-capsicum-and-spices,domashnie-kotlety-v-yaichnom-klyare-i-suharyah,kotlety-iz-svininy-v-yaichnom-klyare-sochnye-i-nezhnye
chicken-ribs-baked-in-the-oven	kurinye-bedryshki-zapechennye-v-duhovke-v-speciyah-i-klyare,kurinyie-bedryishki-zharenyie-v-duxovke-v-klyare-i-suxaryax,sochnye-appetitnye-kurinye-krylyshki-v-soevom-souse-yaichnom-klyare-i-suharyah-zapechennye-v-duhovke,kurinaya-grudka-zapechennaya-v-duhovke-v-soevom-souse-i-speciyah
chicken-tabaka	otbivnye-v-klyare-iz-kurinogo-myasa-na-skovorode,oladi-s-kurinym-filezharenye-na-skovorode,myasnoj-rulet-s-syrom-v-klyare-zharenyj-na-skovorode,kurinoe-file-v-klyare-i-speciyah-na-skovorode
chops-in-batter	lazy-chops,otbivnye-v-klyare-iz-kurinogo-myasa-na-skovorode,otbivnye-iz-svininy-v-klyare-i-panirovochnyh-suharyah,otbivnye-iz-svininy-v-klyare-iz-yaic-i-syra-vkusnye-i-sytnye
cutlets-from-the-liver	patties-of-chicken-meat,juicy-pork-cutlets,kotlety-iz-kurinogo-myasa-sochnye-i-appetitnye,kotlety-iz-rublenogo-kurinogo-file-i-syra
cutlets-with-chicken-breast-and-carapetian	prostoj-recept-nezhnyh-kotlet-iz-farsha-i-pyure,homemade-cutlets,patties-of-chicken-meat,kotlety-iz-kurinogo-file-kartofelya-i-syra-sochnye-i-nezhnye
domashnie-kolbaski-iz-svinogo-i-kurinogo-myasa-v-naturalnoj-obolochke-zapechennye-v-duhovke	domashnyaya-kolbasa-iz-svininy-so-speciyami-v-naturalnoj-obolochke,sausage-of-pork,kotlety-iz-rublenogo-kurinogo-myasa-syra-zapechennye-v-duhovke,zrazy-iz-kurinogo-myasa-gribov-i-syra-v-duhovke
domashnie-kotlety-iz-farsha-pyure-i-syra-vkusnye-i-sytnye	domashnie-myasnye-kotlety-s-nachinkoj-iz-syra-vkusnye-i-appetitnye,kotlety-s-nachinkoj-iz-yaic-i-syra-v-klyare-vkusnye-i-sytnye,otbivnye-iz-svininy-v-klyare-iz-yaic-i-syra-vkusnye-i-sytnye,domashnie-kotlety-v-yaichnom-klyare-i-suharyah
domashnie-kotlety-v-yaichnom-klyare-i-suharyah	myasnye-kotlety-ili-zrazy-s-gribami-i-syrom-v-yaichnom-klyare-i-suharyah,kotlety-iz-kurinogo-myasa-v-yaichnom-klyare-i-panirovochnyh-suharyah,kotlety-iz-svininy-v-yaichnom-klyare-sochnye-i-nezhnye,domashnie-kotlety-iz-farsha-pyure-i-syra-vkusnye-i-sytnye
domashnie-myasnye-kotlety-s-nachinkoj-iz-syra-vkusnye-i-appetitnye	myasnye-kotlety-s-nachinkoj-zapechennye-v-duhovke,kotlety-s-nachinkoj-iz-yaic-i-syra-v-klyare-vkusnye-i-sytnye,domashnie-kotlety-iz-farsha-pyure-i-syra-vkusnye-i-sytnye,myasnye-ruletiki-s-nachinkoj-vkusno-i-appetitno
domashnij-holodec-v-multivarke	aspic-or-jelly,domashnie-kotlety-v-yaichnom-klyare-i-suharyah,domashnie-myasnye-kotlety-s-nachinkoj-iz-syra-vkusnye-i-appetitnye,domashnie-kotlety-iz-farsha-pyure-i-syra-vkusnye-i-sytnye
domashnyaya-kolbasa-iz-svininy-so-speciyami-v-naturalnoj-obolochke	domashnie-kolbaski-iz-svinogo-i-kurinogo-myasa-v-naturalnoj-obolochke-zapechennye-v-duhovke,rulet-iz-svininy-so-speciyami-zapechennyj-v-duhovke,sausage-of-pork,myaso-zapechennoe-so-speciyami-v-rukave-nezhnoe-i-sochnoe
file-kurinoe-v-klyare-na-skovorode-sochnoe-i-nezhnoe	kurinoe-file-v-klyare-i-vzbitom-belke-na-skovorode-nezhnoe-i-vkusnoe,kurinoe-file-v-klyare-i-speciyah-na-skovorode,otbivnye-v-klyare-iz-kurinogo-myasa-na-skovorode,kurinoe-file-kusochkami-zharenoe-na-skovorode
file-s-nachinkoj-iz-pyure-i-gribov-v-duhovke	myasnoj-rulet-s-nachinkoj-iz-gribov-i-zharenogo-luka,zrazy-iz-kurinogo-myasa-gribov-i-syra-v-duhovke,myasnye-kotlety-s-nachinkoj-zapechennye-v-duhovke,stozhki-iz-myasa-gribov-syra-i-kartofelnogo-pyure-sytnye-i-appetitnye
file-zapechennoe-v-soevom-souse-speciyah-s-kunzhutom	zapechennye-krylyshki-v-soevom-souse-i-speciyah,kurinaya-grudka-zapechennaya-v-duhovke-v-soevom-souse-i-speciyah,zharenoe-myaso-na-skovorode-s-lukom-v-soevom-souse-i-speciyah,otbivnye-iz-kurinogo-file-so-speciyami-v-soevom-souse-obzharennye-v-muke
fingers-pork	sausage-of-pork,myasnye-palchiki-s-nachinkoj-iz-zharenogo-luka,juicy-pork-cutlets,pancakes-pork
fried-chicken	chicken-in-batter,fried-chicken-with-capsicum-and-spices,meat-fried-pieces-in-the-oven,hedgehogs-baked-in-the-oven
fried-chicken-in-the-mayonnaise	kebab-with-mayonnaise,chicken-fritters,oladi-s-kurinym-filezharenye-na-skovorode,sochnye-kurinye-poloski-v-klyare-i-chipsah
fried-chicken-with-capsicum-and-spices	fried-chicken,chicken-in-batter,myaso-tushenoe-s-lukom-v-speciyah,zapechennyj-rulet-iz-kurinogo-myasa-so-speciyami
goose-baked-with-buckwheat	patties-buckwheat,goose-roasted-with-apples,rulet-iz-svininy-s-gribami-zapechennyj-v-rukave-vkusnyj-i-appetitnyj,myasnye-zrazy-s-gribnoj-nachinkoj-zapechennye-v-duhovke-sochnye-i-vkusnye
goose-roasted-with-apples	indoda-baked-with-apples,goose-baked-with-buckwheat,myasnoj-rulet-s-syrom-v-klyare-zharenyj-na-skovorode,liver-fried-in-melted-fat
gulyash-iz-svininy-prostoj-recept	sausage-of-pork,juicy-pork-cutlets,fingers-pork,pancakes-pork
gulyash-svinoj-s-sousom-iz-smetany-i-tomatnoj-pasty	pork-roll-with-cheese,gulyash-iz-svininy-prostoj-recept,myaso-s-sousom-iz-ovoshej-k-makaronnym-izdeliyam,myasnoj-sous-so-smetanoj-syrom-i-varenymi-zheltkami-k-makaronam
hedgehogs-baked-in-the-oven	pork-ribs-braised-with-onions,blinchiki-s-myasom-i-syrom-zapechennye-v-duhovke,bitki-zapechennye-v-smetane-v-duhovke,myasnye-kotlety-s-nachinkoj-zapechennye-v-duhovke
hedgehogs-meat	kolbaski-zharenyie,hedgehogs-baked-in-the-oven,meat-fritters,pancakes-with-cheese
homemade-cutlets	patties-of-chicken-meat,kotlety-iz-kurinogo-file-kartofelya-i-syra-sochnye-i-nezhnye,kotlety-iz-rublenogo-kurinogo-file-i-syra,chicken-fillet-fritters
indoda-baked-with-apples	loin-baked-with-potatoes,goose-roasted-with-apples,pork-tenderloin-baked-in-the-oven,svinaya-rulka-zapechennaya-v-rukave-sochnaya-i-nezhnaya
juicy-pork-cutlets	kotlety-iz-svininy-v-yaichnom-klyare-sochnye-i-nezhnye,cutlets-from-the-liver,sochnyie-i-appetitnyie-oladi-iz-svininyi,homemade-cutlets
juicy-socket	myasnye-gnyozda-s-gribnoj-nachinkoj-percem-i-syrom,meat-nest,nezhnye-i-sochnye-myasnye-oladi-prosto-i-vkusno,domashnie-myasnye-kotlety-s-nachinkoj-iz-syra-vkusnye-i-appetitnye
kebab-with-mayonnaise	fried-chicken-in-the-mayonnaise,prostoj-recept-myasnyh-oladij-s-mannoj-krupoj-i-bez-yaic,vareniki-s-myasom-na-paru,blinchiki-s-myasom-i-syrom-zapechennye-v-duhovke
